STATELINK,CITYLINK,TYPE,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
PENNSYLVANIA,WAMPUM,THEFTS,,,,,,,,4,,5,7,6
PENNSYLVANIA,WAMPUM,MURDERS,,,,,,,,0,,0,0,0
PENNSYLVANIA,WAMPUM,AUTO THEFTS,,,,,,,,0,,1,0,0
PENNSYLVANIA,WAMPUM,RAPES,,,,,,,,0,,0,0,0
PENNSYLVANIA,WAMPUM,ROBBERIES,,,,,,,,0,,0,0,0
PENNSYLVANIA,WAMPUM,ARSON,,,,,,,,0,,0,0,0
PENNSYLVANIA,WAMPUM,ASSAULTS,,,,,,,,2,,1,0,0
PENNSYLVANIA,WAMPUM,BURGLARIES,,,,,,,,2,,0,1,3
NEW JERSEY,WANAQUE,ARSON,0,0,0,0,0,1,0,0,0,2,0,0
NEW JERSEY,WANAQUE,ASSAULTS,6,6,10,11,5,5,4,1,2,7,2,2
NEW JERSEY,WANAQUE,AUTO THEFTS,8,7,9,10,5,9,5,0,2,3,6,0
NEW JERSEY,WANAQUE,ROBBERIES,0,1,0,1,4,0,2,1,2,1,3,0
NEW JERSEY,WANAQUE,MURDERS,1,0,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,WANAQUE,THEFTS,88,66,97,107,95,101,131,96,132,109,98,97
NEW JERSEY,WANAQUE,BURGLARIES,15,47,27,18,12,27,19,10,6,8,6,6
NEW JERSEY,WANAQUE,RAPES,0,0,0,1,0,0,0,1,0,0,0,0
OHIO,WAPAKONETA,ARSON,,,,1,0,1,1,3,1,0,1,0
OHIO,WAPAKONETA,THEFTS,,,,87,143,155,204,189,149,115,108,193
OHIO,WAPAKONETA,BURGLARIES,,,,36,40,47,29,28,30,21,13,28
OHIO,WAPAKONETA,ASSAULTS,,,,7,4,8,5,2,5,3,4,6
OHIO,WAPAKONETA,ROBBERIES,,,,2,3,2,0,1,0,1,0,1
OHIO,WAPAKONETA,MURDERS,,,,0,0,0,0,0,0,0,0,0
OHIO,WAPAKONETA,AUTO THEFTS,,,,10,7,0,11,3,2,1,5,3
OHIO,WAPAKONETA,RAPES,,,,2,1,0,3,2,2,0,2,0
WASHINGTON,WAPATO,MURDERS,0,0,0,0,0,0,0,0,0,0,1,0
WASHINGTON,WAPATO,BURGLARIES,84,83,80,98,96,118,86,81,95,96,143,85
WASHINGTON,WAPATO,ROBBERIES,13,7,3,8,11,11,16,14,12,11,12,5
WASHINGTON,WAPATO,ASSAULTS,12,5,2,8,12,22,21,27,20,10,17,23
WASHINGTON,WAPATO,RAPES,5,1,4,2,9,9,2,5,4,2,7,2
WASHINGTON,WAPATO,AUTO THEFTS,44,46,58,66,90,95,52,53,49,35,50,50
WASHINGTON,WAPATO,THEFTS,163,178,202,244,179,230,158,229,193,140,130,119
WASHINGTON,WAPATO,ARSON,3,1,2,2,7,4,4,1,4,1,3,2
NEW YORK,WAPPINGERS FALLS,RAPES,0,0,1,0,1,0,1,1,0,0,0,0
NEW YORK,WAPPINGERS FALLS,BURGLARIES,8,13,9,8,18,19,16,12,27,14,13,11
NEW YORK,WAPPINGERS FALLS,THEFTS,103,123,123,131,108,125,115,123,106,148,114,153
NEW YORK,WAPPINGERS FALLS,ARSON,2,,,,,3,0,1,0,0,0,0
NEW YORK,WAPPINGERS FALLS,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
NEW YORK,WAPPINGERS FALLS,AUTO THEFTS,1,8,9,0,4,2,4,4,5,1,4,4
NEW YORK,WAPPINGERS FALLS,ROBBERIES,3,0,3,6,7,4,5,2,4,4,4,1
NEW YORK,WAPPINGERS FALLS,ASSAULTS,9,2,10,15,16,6,4,0,7,4,3,3
ARKANSAS,WARD,ROBBERIES,0,0,,,0,0,1,0,,,,
ARKANSAS,WARD,AUTO THEFTS,6,5,,,6,8,6,3,,,,
ARKANSAS,WARD,ASSAULTS,1,5,,,32,15,13,18,,,,
ARKANSAS,WARD,RAPES,0,0,,,1,2,3,2,,,,
ARKANSAS,WARD,THEFTS,26,16,,,54,51,73,77,,,,
ARKANSAS,WARD,BURGLARIES,18,4,,,41,39,25,40,,,,
ARKANSAS,WARD,ARSON,0,0,,,0,0,0,1,,,,
ARKANSAS,WARD,MURDERS,0,0,,,0,0,0,1,,,,
MISSOURI,WARDELL,AUTO THEFTS,,0,0,0,1,0,1,0,,0,,
MISSOURI,WARDELL,BURGLARIES,,0,4,0,1,3,1,1,,0,,
MISSOURI,WARDELL,RAPES,,0,0,0,0,0,0,0,,0,,
MISSOURI,WARDELL,THEFTS,,0,0,0,4,5,3,0,,2,,
MISSOURI,WARDELL,ROBBERIES,,0,0,0,0,0,0,0,,0,,
MISSOURI,WARDELL,MURDERS,,0,0,0,0,0,0,0,,0,,
MISSOURI,WARDELL,ARSON,,0,0,0,0,0,0,0,,0,,
MISSOURI,WARDELL,ASSAULTS,,0,0,0,0,0,0,0,,5,,
SOUTH CAROLINA,WARE SHOALS,ASSAULTS,,5,15,7,13,11,11,10,,12,21,21
SOUTH CAROLINA,WARE SHOALS,ROBBERIES,,0,1,3,0,0,0,0,,1,3,7
SOUTH CAROLINA,WARE SHOALS,THEFTS,,44,40,95,102,68,80,88,,105,91,109
SOUTH CAROLINA,WARE SHOALS,MURDERS,,0,0,0,0,0,0,0,,0,0,0
SOUTH CAROLINA,WARE SHOALS,RAPES,,0,0,0,0,1,0,1,,0,2,2
SOUTH CAROLINA,WARE SHOALS,ARSON,,,1,0,2,2,0,0,,0,1,0
SOUTH CAROLINA,WARE SHOALS,AUTO THEFTS,,2,4,11,7,5,7,3,,6,7,6
SOUTH CAROLINA,WARE SHOALS,BURGLARIES,,9,18,11,16,13,23,20,,17,34,54
MASSACHUSETTS,WAREHAM,MURDERS,0,,0,1,0,1,1,,1,0,2,1
MASSACHUSETTS,WAREHAM,ASSAULTS,,,,,,,122,,103,138,111,110
MASSACHUSETTS,WAREHAM,AUTO THEFTS,57,,70,51,48,58,36,,37,40,29,20
MASSACHUSETTS,WAREHAM,ROBBERIES,6,,6,10,12,24,22,,30,20,13,26
MASSACHUSETTS,WAREHAM,BURGLARIES,194,,235,178,194,231,206,,212,174,264,244
MASSACHUSETTS,WAREHAM,RAPES,8,,13,8,10,5,8,,12,7,4,15
MASSACHUSETTS,WAREHAM,ARSON,7,,0,,,2,3,,4,6,8,6
MASSACHUSETTS,WAREHAM,THEFTS,512,,386,384,341,406,354,,432,515,550,629
GEORGIA,WARM SPRINGS,ARSON,0,0,,0,0,0,,,,,0,0
GEORGIA,WARM SPRINGS,ROBBERIES,0,6,,0,0,0,,,,,0,0
GEORGIA,WARM SPRINGS,ASSAULTS,0,2,,0,0,0,,,,,0,0
GEORGIA,WARM SPRINGS,AUTO THEFTS,0,0,,0,0,0,,,,,1,0
GEORGIA,WARM SPRINGS,THEFTS,16,0,,4,0,2,,,,,2,5
GEORGIA,WARM SPRINGS,RAPES,0,0,,0,0,0,,,,,0,0
GEORGIA,WARM SPRINGS,MURDERS,0,0,,0,0,0,,,,,0,0
GEORGIA,WARM SPRINGS,BURGLARIES,6,9,,3,11,3,,,,,3,3
GEORGIA,WARNER ROBINS,BURGLARIES,647,673,725,804,834,661,928,851,822,810,750,781
GEORGIA,WARNER ROBINS,ARSON,,5,11,12,13,11,14,22,17,23,17,18
GEORGIA,WARNER ROBINS,ROBBERIES,99,76,79,73,94,127,119,91,111,95,123,141
GEORGIA,WARNER ROBINS,ASSAULTS,150,124,108,159,146,165,188,220,243,223,199,198
GEORGIA,WARNER ROBINS,RAPES,16,12,20,29,12,15,16,18,13,19,22,21
GEORGIA,WARNER ROBINS,AUTO THEFTS,159,168,184,168,168,160,146,176,142,176,177,148
GEORGIA,WARNER ROBINS,MURDERS,3,2,5,4,1,3,3,4,3,4,5,6
GEORGIA,WARNER ROBINS,THEFTS,"2,471","2,329","2,568","2,490","2,104","2,237","2,235","2,778","2,550","2,589","3,172","3,050"
OKLAHOMA,WARNER,THEFTS,25,28,12,36,16,6,6,3,1,11,18,21
OKLAHOMA,WARNER,BURGLARIES,8,8,7,22,11,3,2,4,2,17,12,15
OKLAHOMA,WARNER,ROBBERIES,0,0,0,0,1,0,0,0,0,0,0,1
OKLAHOMA,WARNER,RAPES,0,0,0,0,0,0,1,0,0,0,0,1
OKLAHOMA,WARNER,AUTO THEFTS,4,3,5,4,2,1,0,4,0,4,0,4
OKLAHOMA,WARNER,ASSAULTS,1,0,2,1,9,3,0,5,4,4,1,2
OKLAHOMA,WARNER,ARSON,1,2,0,2,0,0,1,0,0,0,0,0
OKLAHOMA,WARNER,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
OKLAHOMA,WARR ACRES,THEFTS,351,357,631,915,737,270,324,336,303,279,343,322
OKLAHOMA,WARR ACRES,ASSAULTS,24,24,20,43,33,49,25,35,56,51,32,43
OKLAHOMA,WARR ACRES,AUTO THEFTS,56,45,39,47,50,47,57,70,52,42,55,63
OKLAHOMA,WARR ACRES,ROBBERIES,16,12,22,20,23,12,24,24,23,14,24,23
OKLAHOMA,WARR ACRES,MURDERS,1,0,0,0,0,1,0,0,0,1,0,1
OKLAHOMA,WARR ACRES,RAPES,3,5,7,3,2,3,4,4,7,5,9,4
OKLAHOMA,WARR ACRES,ARSON,2,1,2,3,4,2,0,4,4,2,2,2
OKLAHOMA,WARR ACRES,BURGLARIES,114,111,109,136,131,111,121,154,179,134,138,122
ARKANSAS,WARREN,THEFTS,,,25,,49,39,38,38,46,36,68,52
ARKANSAS,WARREN,BURGLARIES,,,131,,71,86,90,88,130,90,113,113
ARKANSAS,WARREN,ROBBERIES,,,8,,7,9,5,5,2,2,5,9
ARKANSAS,WARREN,RAPES,,,1,,3,1,6,4,5,5,2,1
ARKANSAS,WARREN,AUTO THEFTS,,,1,,5,3,7,7,6,9,4,3
ARKANSAS,WARREN,ASSAULTS,,,20,,29,21,32,27,10,19,15,17
ARKANSAS,WARREN,MURDERS,,,0,,2,1,1,0,0,0,1,1
ARKANSAS,WARREN,ARSON,,,0,,0,1,0,0,1,0,1,1
MICHIGAN,WARREN,BURGLARIES,769,870,763,738,812,790,824,769,887,953,"1,070",999
MICHIGAN,WARREN,ASSAULTS,559,577,519,524,567,521,534,416,498,525,484,476
MICHIGAN,WARREN,THEFTS,"2,584","2,483","2,301","2,245","2,251","2,288","2,360","1,786","1,897","2,035","1,975","2,049"
MICHIGAN,WARREN,RAPES,63,68,80,77,67,75,83,60,67,69,73,91
MICHIGAN,WARREN,ROBBERIES,191,204,188,211,223,241,216,181,209,171,156,148
MICHIGAN,WARREN,ARSON,58,52,65,41,37,41,37,32,36,35,47,53
MICHIGAN,WARREN,MURDERS,5,8,3,6,5,5,7,4,4,5,6,0
MICHIGAN,WARREN,AUTO THEFTS,"1,462","1,148",,,,"1,805",,,"1,001",715,808,739
OHIO,WARREN,ASSAULTS,220,245,177,177,,,263,183,147,113,141,157
OHIO,WARREN,THEFTS,"1,376","1,377","1,444","1,627",,,"1,370","1,163","1,084","1,099","1,039","1,086"
OHIO,WARREN,ARSON,78,61,86,69,,,,51,5,4,6,12
OHIO,WARREN,BURGLARIES,849,707,715,871,,,923,889,765,"1,068",988,812
OHIO,WARREN,MURDERS,4,5,6,7,,,6,3,7,4,5,4
OHIO,WARREN,AUTO THEFTS,355,246,282,296,,,199,204,166,146,112,112
OHIO,WARREN,RAPES,25,38,32,55,,,48,39,18,22,28,16
OHIO,WARREN,ROBBERIES,148,110,153,171,,,191,167,137,123,84,102
PENNSYLVANIA,WARREN,ARSON,3,1,2,3,1,0,0,2,4,1,0,
PENNSYLVANIA,WARREN,THEFTS,141,103,141,123,115,183,207,195,129,165,220,
PENNSYLVANIA,WARREN,ASSAULTS,6,7,34,64,64,128,169,125,125,86,36,
PENNSYLVANIA,WARREN,BURGLARIES,30,38,27,28,17,39,34,30,25,24,36,
PENNSYLVANIA,WARREN,ROBBERIES,8,0,0,2,1,0,1,2,3,0,0,
PENNSYLVANIA,WARREN,MURDERS,0,0,0,0,2,0,0,0,2,0,0,
PENNSYLVANIA,WARREN,RAPES,3,1,0,3,3,3,2,6,2,1,5,
PENNSYLVANIA,WARREN,AUTO THEFTS,11,3,3,2,1,4,1,6,2,5,4,
RHODE ISLAND,WARREN,ARSON,15,5,2,5,3,3,0,2,3,2,0,4
RHODE ISLAND,WARREN,ROBBERIES,0,1,0,1,3,3,3,1,2,1,2,7
RHODE ISLAND,WARREN,THEFTS,237,277,180,156,175,157,162,176,147,174,192,202
RHODE ISLAND,WARREN,BURGLARIES,51,35,19,29,38,35,27,35,40,33,54,71
RHODE ISLAND,WARREN,RAPES,13,2,4,3,3,2,3,4,3,3,3,2
RHODE ISLAND,WARREN,ASSAULTS,34,13,11,14,14,14,16,10,14,16,13,10
RHODE ISLAND,WARREN,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
RHODE ISLAND,WARREN,AUTO THEFTS,13,8,13,9,13,9,4,16,7,7,4,8
ILLINOIS,WARREN,RAPES,0,2,2,1,2,0,0,0,0,,,
ILLINOIS,WARREN,MURDERS,0,0,0,0,0,0,0,0,0,,,
ILLINOIS,WARREN,THEFTS,23,16,16,7,7,9,17,3,5,,,
ILLINOIS,WARREN,ASSAULTS,7,1,1,3,1,0,0,2,1,,,
ILLINOIS,WARREN,AUTO THEFTS,1,0,0,0,0,1,1,0,0,,,
ILLINOIS,WARREN,ARSON,0,1,1,0,0,0,0,0,0,,,
ILLINOIS,WARREN,BURGLARIES,6,3,3,0,3,1,5,3,2,,,
ILLINOIS,WARREN,ROBBERIES,0,0,0,0,0,0,0,0,0,,,
MISSOURI,WARRENSBURG,THEFTS,556,430,306,390,404,417,428,490,536,501,446,497
MISSOURI,WARRENSBURG,MURDERS,0,0,0,0,0,2,0,0,1,0,0,1
MISSOURI,WARRENSBURG,BURGLARIES,108,81,80,119,119,151,112,123,102,115,100,95
MISSOURI,WARRENSBURG,ARSON,4,3,3,2,0,7,10,4,1,7,1,5
MISSOURI,WARRENSBURG,RAPES,4,4,2,9,4,3,2,7,1,1,5,4
MISSOURI,WARRENSBURG,AUTO THEFTS,24,30,24,16,28,20,19,25,16,11,15,33
MISSOURI,WARRENSBURG,ROBBERIES,10,8,2,4,7,1,7,9,3,8,7,7
MISSOURI,WARRENSBURG,ASSAULTS,30,21,30,26,30,36,27,20,18,14,17,21
ILLINOIS,WARRENSBURG,BURGLARIES,3,1,1,13,11,9,1,2,4,1,2,5
ILLINOIS,WARRENSBURG,AUTO THEFTS,0,1,1,0,1,0,0,0,2,0,0,0
ILLINOIS,WARRENSBURG,ASSAULTS,8,4,4,2,3,6,3,2,2,0,1,5
ILLINOIS,WARRENSBURG,THEFTS,5,6,6,11,21,10,10,10,11,11,8,8
ILLINOIS,WARRENSBURG,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
ILLINOIS,WARRENSBURG,ROBBERIES,0,1,1,0,0,0,0,0,0,1,1,0
ILLINOIS,WARRENSBURG,RAPES,1,1,1,1,0,0,4,0,1,0,1,0
ILLINOIS,WARRENSBURG,ARSON,2,0,0,0,0,0,2,0,1,0,0,0
OHIO,WARRENSVILLE HEIGHTS,MURDERS,2,0,1,0,0,0,0,0,0,0,3,0
OHIO,WARRENSVILLE HEIGHTS,ARSON,0,1,0,2,0,0,5,8,1,4,3,3
OHIO,WARRENSVILLE HEIGHTS,RAPES,10,5,7,15,3,10,3,7,5,4,8,5
OHIO,WARRENSVILLE HEIGHTS,AUTO THEFTS,79,71,80,74,74,92,113,96,67,53,101,84
OHIO,WARRENSVILLE HEIGHTS,ASSAULTS,36,41,28,15,2,5,5,9,11,6,11,10
OHIO,WARRENSVILLE HEIGHTS,BURGLARIES,85,96,126,98,99,136,159,174,201,223,264,174
OHIO,WARRENSVILLE HEIGHTS,ROBBERIES,42,21,29,21,23,37,49,41,31,38,36,32
OHIO,WARRENSVILLE HEIGHTS,THEFTS,278,270,257,181,163,176,204,241,208,176,199,188
MISSOURI,WARRENTON,MURDERS,,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,WARRENTON,ROBBERIES,,3,0,6,0,0,2,2,3,1,8,2
MISSOURI,WARRENTON,ASSAULTS,,16,3,6,17,18,14,40,60,22,14,30
MISSOURI,WARRENTON,ARSON,,0,0,2,0,2,0,1,0,5,3,1
MISSOURI,WARRENTON,RAPES,,0,0,0,1,0,0,3,0,1,0,1
MISSOURI,WARRENTON,BURGLARIES,,30,43,34,32,33,34,26,31,50,46,48
MISSOURI,WARRENTON,THEFTS,,256,272,301,231,279,425,476,519,326,355,396
MISSOURI,WARRENTON,AUTO THEFTS,,9,9,7,11,6,22,4,6,11,4,12
OREGON,WARRENTON,THEFTS,162,169,168,179,69,107,178,139,105,,97,117
OREGON,WARRENTON,ROBBERIES,2,4,3,0,1,0,1,0,0,,0,1
OREGON,WARRENTON,AUTO THEFTS,11,11,13,12,9,7,14,5,7,,5,5
OREGON,WARRENTON,ARSON,0,1,0,0,1,0,0,1,6,,1,0
OREGON,WARRENTON,MURDERS,0,0,0,0,0,0,0,1,0,,0,0
OREGON,WARRENTON,BURGLARIES,27,31,36,25,42,19,33,27,24,,23,12
OREGON,WARRENTON,ASSAULTS,0,0,1,0,0,0,0,0,0,,0,0
OREGON,WARRENTON,RAPES,6,1,2,1,1,2,0,0,0,,0,0
NORTH CAROLINA,WARRENTON,AUTO THEFTS,,,,,,,,,,0,1,1
NORTH CAROLINA,WARRENTON,ASSAULTS,,,,,,,,,,2,2,4
NORTH CAROLINA,WARRENTON,BURGLARIES,,,,,,,,,,1,5,2
NORTH CAROLINA,WARRENTON,ROBBERIES,,,,,,,,,,2,1,0
NORTH CAROLINA,WARRENTON,RAPES,,,,,,,,,,0,0,3
NORTH CAROLINA,WARRENTON,MURDERS,,,,,,,,,,0,0,0
NORTH CAROLINA,WARRENTON,THEFTS,,,,,,,,,,30,23,24
NORTH CAROLINA,WARRENTON,ARSON,,,,,,,,,,0,0,0
VIRGINIA,WARRENTON,ARSON,,,,,1,0,0,2,0,1,0,0
VIRGINIA,WARRENTON,BURGLARIES,,,,,21,22,21,16,27,46,21,16
VIRGINIA,WARRENTON,RAPES,,,,,2,4,2,2,3,4,5,3
VIRGINIA,WARRENTON,ROBBERIES,,,,,6,2,6,5,6,4,7,4
VIRGINIA,WARRENTON,AUTO THEFTS,,,,,3,6,10,15,5,8,5,2
VIRGINIA,WARRENTON,ASSAULTS,,,,,17,28,18,18,15,19,7,15
VIRGINIA,WARRENTON,THEFTS,,,,,162,213,220,238,221,216,213,172
VIRGINIA,WARRENTON,MURDERS,,,,,0,0,0,0,1,0,0,0
ILLINOIS,WARRENVILLE,ROBBERIES,2,0,0,1,5,2,1,2,0,3,3,1
ILLINOIS,WARRENVILLE,ARSON,0,2,2,1,1,0,1,0,2,3,0,0
ILLINOIS,WARRENVILLE,BURGLARIES,28,20,20,21,18,28,21,35,32,31,38,20
ILLINOIS,WARRENVILLE,RAPES,0,1,1,2,3,3,2,8,4,7,7,2
ILLINOIS,WARRENVILLE,ASSAULTS,5,3,3,7,12,3,2,3,3,4,3,2
ILLINOIS,WARRENVILLE,MURDERS,0,0,0,1,0,0,0,0,0,0,0,0
ILLINOIS,WARRENVILLE,THEFTS,203,199,199,220,247,207,186,159,180,106,185,132
ILLINOIS,WARRENVILLE,AUTO THEFTS,10,6,6,10,3,9,3,7,3,11,7,3
ALABAMA,WARRIOR,AUTO THEFTS,0,0,,,,,0,7,5,2,7,3
ALABAMA,WARRIOR,MURDERS,0,0,,,,,0,0,0,0,0,0
ALABAMA,WARRIOR,RAPES,0,0,,,,,0,0,0,0,1,1
ALABAMA,WARRIOR,ASSAULTS,0,0,,,,,0,3,0,0,12,12
ALABAMA,WARRIOR,THEFTS,2,0,,,,,0,62,30,24,53,57
ALABAMA,WARRIOR,BURGLARIES,5,3,,,,,1,9,12,5,26,23
ALABAMA,WARRIOR,ARSON,,,,,,,,,,,2,
ALABAMA,WARRIOR,ROBBERIES,0,0,,,,,0,3,2,0,1,1
MINNESOTA,WARROAD,THEFTS,77,69,91,79,61,65,61,49,35,19,16,30
MINNESOTA,WARROAD,BURGLARIES,12,3,13,11,3,5,5,4,8,2,2,3
MINNESOTA,WARROAD,RAPES,1,0,0,0,0,,,,,,,
MINNESOTA,WARROAD,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,WARROAD,AUTO THEFTS,2,3,4,3,3,3,1,0,0,0,0,1
MINNESOTA,WARROAD,ASSAULTS,4,3,1,1,0,0,0,5,1,3,3,3
MINNESOTA,WARROAD,ROBBERIES,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,WARROAD,ARSON,0,0,0,0,0,1,0,1,0,0,0,0
ILLINOIS,WARSAW,AUTO THEFTS,,,1,1,1,0,1,0,1,2,0,1
ILLINOIS,WARSAW,ARSON,,,2,0,0,0,0,0,1,0,0,0
ILLINOIS,WARSAW,THEFTS,,,31,2,8,11,9,19,15,14,15,28
ILLINOIS,WARSAW,RAPES,,,0,1,0,0,1,2,0,1,2,0
ILLINOIS,WARSAW,MURDERS,,,0,0,0,0,0,0,0,0,0,0
ILLINOIS,WARSAW,ROBBERIES,,,0,0,0,0,0,0,0,0,0,0
ILLINOIS,WARSAW,ASSAULTS,,,1,2,14,12,16,5,0,0,0,0
ILLINOIS,WARSAW,BURGLARIES,,,8,6,7,10,1,0,2,2,7,3
INDIANA,WARSAW,BURGLARIES,56,59,56,91,101,113,74,92,58,64,91,64
INDIANA,WARSAW,THEFTS,234,249,257,435,619,557,519,571,557,556,540,493
INDIANA,WARSAW,ASSAULTS,11,14,33,18,6,0,0,0,0,0,0,
INDIANA,WARSAW,RAPES,1,3,3,8,4,4,7,9,7,3,5,5
INDIANA,WARSAW,AUTO THEFTS,13,11,20,18,27,24,25,22,24,13,23,27
INDIANA,WARSAW,ARSON,0,0,0,1,3,2,6,12,11,3,4,4
INDIANA,WARSAW,ROBBERIES,10,2,1,3,9,6,9,3,9,3,3,6
INDIANA,WARSAW,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,WARSAW,RAPES,,,,0,0,,0,0,1,0,0,0
KENTUCKY,WARSAW,ROBBERIES,,,,0,0,,0,0,0,0,0,0
KENTUCKY,WARSAW,ASSAULTS,,,,0,3,,9,2,0,0,1,1
KENTUCKY,WARSAW,THEFTS,,,,16,11,,15,12,12,10,12,6
KENTUCKY,WARSAW,ARSON,,,,,0,,0,,0,0,0,0
KENTUCKY,WARSAW,AUTO THEFTS,,,,2,3,,1,0,0,3,1,3
KENTUCKY,WARSAW,MURDERS,,,,0,0,,0,0,0,0,0,0
KENTUCKY,WARSAW,BURGLARIES,,,,3,7,,10,2,8,5,8,11
MISSOURI,WARSAW,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,WARSAW,THEFTS,34,55,60,110,67,44,74,65,87,83,75,122
MISSOURI,WARSAW,ROBBERIES,8,0,1,0,0,1,0,0,4,0,2,1
MISSOURI,WARSAW,RAPES,1,0,0,0,0,0,1,0,2,0,1,0
MISSOURI,WARSAW,BURGLARIES,8,18,15,25,19,19,19,17,47,35,27,24
MISSOURI,WARSAW,ARSON,,0,1,0,0,1,0,0,1,0,0,0
MISSOURI,WARSAW,ASSAULTS,2,6,12,10,20,29,20,10,21,6,14,17
MISSOURI,WARSAW,AUTO THEFTS,0,1,1,0,6,4,6,7,6,8,2,4
NORTH CAROLINA,WARSAW,ROBBERIES,10,8,7,6,7,5,6,10,1,1,4,3
NORTH CAROLINA,WARSAW,THEFTS,144,128,143,267,268,148,137,125,130,107,109,97
NORTH CAROLINA,WARSAW,BURGLARIES,56,102,98,100,26,31,35,23,44,66,77,71
NORTH CAROLINA,WARSAW,RAPES,2,1,0,0,2,2,0,2,0,1,0,0
NORTH CAROLINA,WARSAW,MURDERS,0,0,3,0,1,0,0,2,0,0,0,0
NORTH CAROLINA,WARSAW,ASSAULTS,11,19,19,18,7,17,15,14,5,2,2,9
NORTH CAROLINA,WARSAW,ARSON,0,1,0,3,1,3,0,0,0,0,0,0
NORTH CAROLINA,WARSAW,AUTO THEFTS,3,11,12,20,21,8,9,4,6,4,1,1
MISSOURI,WARSON WOODS,ARSON,,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,WARSON WOODS,ROBBERIES,2,2,2,1,0,0,1,0,1,0,1,1
MISSOURI,WARSON WOODS,THEFTS,13,21,51,23,23,22,28,25,27,17,16,8
MISSOURI,WARSON WOODS,AUTO THEFTS,0,0,0,0,0,0,0,1,0,0,0,0
MISSOURI,WARSON WOODS,BURGLARIES,3,0,6,1,0,5,3,2,1,3,3,2
MISSOURI,WARSON WOODS,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,WARSON WOODS,RAPES,0,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,WARSON WOODS,ASSAULTS,0,0,0,1,0,3,0,0,0,0,0,1
TENNESSEE,WARTBURG,RAPES,0,1,0,0,0,1,0,0,0,0,0,0
TENNESSEE,WARTBURG,THEFTS,0,1,1,0,3,6,5,5,10,13,10,26
TENNESSEE,WARTBURG,BURGLARIES,0,0,0,0,0,5,3,3,1,4,3,4
TENNESSEE,WARTBURG,AUTO THEFTS,0,0,0,0,0,2,0,0,1,0,2,0
TENNESSEE,WARTBURG,ARSON,0,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,WARTBURG,ASSAULTS,0,0,0,0,0,0,2,2,0,1,1,3
TENNESSEE,WARTBURG,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,WARTBURG,ROBBERIES,1,0,0,0,0,0,0,0,1,0,0,0
TENNESSEE,WARTRACE,ROBBERIES,0,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,WARTRACE,RAPES,0,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,WARTRACE,BURGLARIES,0,0,1,2,2,2,1,2,3,0,3,1
TENNESSEE,WARTRACE,AUTO THEFTS,0,0,0,0,0,0,1,0,0,0,1,0
TENNESSEE,WARTRACE,ARSON,0,0,0,0,1,0,0,0,0,0,0,0
TENNESSEE,WARTRACE,THEFTS,0,1,2,4,3,4,2,1,7,2,5,2
TENNESSEE,WARTRACE,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,WARTRACE,ASSAULTS,0,0,0,1,2,1,1,0,4,1,0,0
RHODE ISLAND,WARWICK,BURGLARIES,447,384,341,294,277,316,,300,361,381,366,334
RHODE ISLAND,WARWICK,AUTO THEFTS,302,334,179,204,316,165,,146,122,110,94,95
RHODE ISLAND,WARWICK,ARSON,39,31,36,50,25,15,,21,18,21,12,8
RHODE ISLAND,WARWICK,THEFTS,"2,167","2,084","2,038","2,161","2,021","1,639",,"2,291","2,242","1,628","1,734","1,688"
RHODE ISLAND,WARWICK,ROBBERIES,33,34,27,23,24,36,,21,38,24,18,29
RHODE ISLAND,WARWICK,MURDERS,2,2,0,0,4,2,,0,0,0,0,1
RHODE ISLAND,WARWICK,ASSAULTS,75,76,66,69,76,49,,43,57,47,42,57
RHODE ISLAND,WARWICK,RAPES,24,17,36,20,18,27,,19,26,14,24,15
MASSACHUSETTS,WARWICK,ARSON,,0,0,0,,,,,,,,
MASSACHUSETTS,WARWICK,BURGLARIES,0,1,0,0,,,,,,,,
MASSACHUSETTS,WARWICK,ASSAULTS,0,0,0,0,,,,,,,,
MASSACHUSETTS,WARWICK,THEFTS,2,6,4,2,,,,,,,,
MASSACHUSETTS,WARWICK,ROBBERIES,0,0,0,0,,,,,,,,
MASSACHUSETTS,WARWICK,AUTO THEFTS,2,3,0,0,,,,,,,,
MASSACHUSETTS,WARWICK,MURDERS,0,0,0,0,,,,,,,,
